Time,acc
0.83,0.164976081
0.835,-0.21350901
0.84,-0.090870265
0.845,0.485514442
0.85,0.033245501
0.855,0.226459277
0.86,0.008057336
0.865,0.241816663
0.87,0.292096135
0.875,-0.263154582
0.88,-0.07280455
0.885,0.089169703
0.89,0.019201976
0.895,-0.022467158
0.9,-0.11143192
0.905,0.197432244
0.91,0.191763887
0.915,-0.071338067
0.92,-0.169493555
0.925,-0.000549199
0.93,-0.067666122
0.935,-0.279568946
0.94,-0.227100419
0.945,-0.130594241
0.95,0.03403345
0.955,0.015198296
0.96,-0.270655429
0.965,0.256766195
0.97,-0.133563135
0.975,-0.013925922
0.98,-0.190835533
0.985,-0.205835053
0.99,0.011330644
0.995,-0.055793495
1,-0.249610586
1.005,0.373073019
1.01,-0.172866864
1.015,0.435788319
1.02,-0.096592773
1.025,0.165846322
1.03,0.056305201
1.035,0.041801609
1.04,-0.1396273
1.045,0.232393663
1.05,-0.219663557
1.055,0.421295683
1.06,-0.089569353
1.065,0.403011951
1.07,-0.019189358
1.075,0.282006317
1.08,-0.098008511
1.085,0.193060323
1.09,-0.286726544
1.095,0.053957462
1.1,-0.131442662
1.105,0.113746829
1.11,-0.181762983
1.115,0.214836902
1.12,-0.157410908
1.125,0.326936983
1.13,-0.342045818
1.135,-0.072576989
1.14,-0.088419929
1.145,-0.209503777
1.15,-0.19970798
1.155,-0.190362486
1.16,-0.149569554
1.165,0.314740135
1.17,-0.314529147
1.175,0.081542601
1.18,0.045236985
1.185,-0.030042255
1.19,-0.011501197
1.195,-0.371045026
1.2,0.018260265
1.205,0.144775396
1.21,-0.175328381
1.215,0.05826468
1.22,0.141931419
1.225,0.322866334
1.23,0.157323072
1.235,-0.115684394
1.24,0.152669053
1.245,0.184813381
1.25,-0.036254309
1.255,-0.182684958
1.26,0.106506914
1.265,0.268957162
1.27,0.120280882
1.275,0.053055175
1.28,0.023838851
1.285,0.449518436
1.29,-0.062046315
1.295,-0.216454083
1.3,-0.045525452
1.305,-0.009916132
1.31,-0.019664758
1.315,-0.18548233
1.32,-0.268214506
1.325,0.508396978
1.33,-0.227063861
1.335,0.024167489
1.34,-0.224381531
1.345,0.04902688
1.35,-0.057281227
1.355,-0.357595167
1.36,-0.405610227
1.365,0.282730383
1.37,-0.293145587
1.375,0.142969505
1.38,-0.311969545
1.385,0.358156423
1.39,0.032172758
1.395,-0.053532477
1.4,-0.29713716
1.405,0.216288947
1.41,-0.136557197
1.415,0.033187053
1.42,-0.241069204
1.425,0.353613183
1.43,0.12739889
1.435,0.289122361
1.44,-0.166075559
1.445,0.425627362
1.45,0.045597999
1.455,0.016726933
1.46,-0.093048699
1.465,-0.002751654
1.47,0.160687276
1.475,0.115507577
1.48,-0.171332087
1.485,0.420478553
1.49,0.018736424
1.495,0.150362998
1.5,-0.029450611
1.505,-0.202914243
1.51,0.150185161
1.515,-0.278651702
1.52,-0.193436619
1.525,0.011456006
1.53,-0.131843883
1.535,0.104699253
1.54,-0.065663752
1.545,-0.09179679
1.55,0.114665974
1.555,-0.256571331
1.56,-0.092981513
1.565,-0.233539812
1.57,-0.155353389
1.575,-0.126769802
1.58,-0.040309061
1.585,-0.017854491
1.59,0.068909931
1.595,0.087476599
1.6,0.039381575
1.605,0.085152992
1.61,-0.058154221
1.615,-0.115178225
1.62,0.101447686
1.625,-0.085993218
1.63,0.03820452
1.635,0.160890012
1.64,0.041268061
1.645,0.48481865
1.65,-0.0864991
1.655,0.193948176
1.66,0.164145453
1.665,-0.005910978
1.67,0.00069848
1.675,-0.090341139
1.68,-0.069804094
1.685,0.400868128
1.69,-0.292226816
1.695,0.274546816
1.7,0.006072629
1.705,0.235448207
1.71,-0.091335856
1.715,-0.191077867
1.72,-0.154642248
1.725,0.117478487
1.73,-0.412125747
1.735,-0.074980202
1.74,-0.175654661
1.745,0.267102855
1.75,-0.166991696
1.755,-0.049332183
1.76,-0.151376116
1.765,0.204104846
1.77,-0.264353189
1.775,-0.327576254
1.78,-0.107627811
1.785,0.042953995
1.79,-0.059460559
1.795,-0.057619098
1.8,-0.090790679
1.805,0.49660163
1.81,-0.010555509
1.815,-0.131191248
1.82,0.121010915
1.825,-0.029535886
1.83,0.218712316
1.835,-0.293506753
1.84,-0.015677236
1.845,0.429163275
1.85,0.106929934
1.855,0.070438771
1.86,0.173442363
1.865,0.144785598
1.87,0.392690663
1.875,-0.374853761
1.88,0.006940276
1.885,0.064480811
1.89,0.079632606
1.895,-0.150718174
1.9,-0.02120237
1.905,0.146030977
1.91,0.28516938
1.915,-0.189987545
1.92,-0.093136812
1.925,-0.031099418
1.93,0.036679444
1.935,-0.404977022
1.94,-0.180532756
1.945,-0.146769154
1.95,0.096267622
1.955,-0.071183927
1.96,-0.250366323
1.965,0.219834298
1.97,0.011316614
1.975,-0.159681773
1.98,-0.126287937
1.985,-0.248792042
1.99,0.102403004
1.995,-0.120237875
2,-0.277861779
2.005,0.33707171
2.01,-0.032028805
2.015,0.293436348
2.02,-0.018402593
2.025,0.061645839
2.03,0.223301869
2.035,-0.044253521
2.04,-0.13554406
2.045,0.162145194
2.05,-0.072044093
2.055,0.303780577
2.06,-0.027396546
2.065,0.260317458
2.07,0.180376761
2.075,0.171722178
2.08,-0.02405434
2.085,0.047770588
2.09,-0.083104456
2.095,-0.064597224
2.1,-0.054498444
2.105,-0.048247083
2.11,-0.008328542
2.115,0.120879515
2.12,-0.064673146
2.125,0.128038746
2.13,-0.101525149
2.135,-0.21705337
2.14,0.05300695
2.145,-0.406269951
2.15,-0.041842523
2.155,-0.255042372
2.16,-0.076316069
2.165,0.122730288
2.17,-0.120469095
2.175,-0.059556631
2.18,0.22517435
2.185,-0.25673877
2.19,0.155441038
2.195,-0.43646283
2.2,0.108465662
2.205,-0.018606436
2.21,-0.055822848
2.215,-0.041435894
2.22,0.293653917
2.225,0.120605577
2.23,0.295108469
2.235,-0.193292601
2.24,0.288214947
2.245,0.030677932
2.25,0.064576735
2.255,-0.26309899
2.26,0.232524264
2.265,0.128643185
2.27,0.186164607
2.275,-0.013183714
2.28,0.161297008
2.285,0.306448576
2.29,0.055363037
2.295,-0.331330111
2.3,0.114536088
2.305,-0.120495658
2.31,0.017882744
2.315,-0.24455784
2.32,-0.166443009
2.325,0.401895022
2.33,-0.121472989
2.335,-0.136049803
2.34,-0.024060308
2.345,-0.079139427
2.35,0.031664781
2.355,-0.461688473
2.36,-0.299120536
2.365,0.201542633
2.37,-0.202317413
2.375,-0.037471137
2.38,-0.127285033
2.385,0.218625724
2.39,0.178199378
2.395,-0.229121219
2.4,-0.141221934
2.405,0.111885867
2.41,0.003034015
2.415,-0.167425829
2.42,-0.087748868
2.425,0.231127734
2.43,0.281502939
2.435,0.086490305
2.44,-0.000750677
2.445,0.285584855
2.45,0.266742494
2.455,-0.221194303
2.46,0.071254955
2.465,-0.121120964
2.47,0.320209185
2.475,-0.060868507
2.48,-0.06308731
2.485,0.286509539
2.49,0.260929249
2.495,-0.097505175
2.5,0.14731804
2.505,-0.347720536
2.51,0.350735511
2.515,-0.428291119
2.52,-0.133916052
2.525,-0.094000304
2.53,0.068030908
2.535,-0.091403119
2.54,0.060214785
2.545,-0.249372479
2.55,0.335709907
2.555,-0.393528833
2.56,-0.031963375
2.565,-0.344065222
2.57,0.02291657
2.575,-0.254581109
2.58,0.014063817
2.585,-0.152575748
2.59,0.242726832
2.595,-0.012844609
2.6,0.100091949
2.605,-0.058620413
2.61,0.140029524
2.615,-0.218140394
2.62,0.154871018
2.625,-0.210634756
2.63,0.158034372
2.635,0.119329988
2.64,0.072297078
2.645,0.329155316
2.65,0.107091888
2.655,0.085235302
2.66,0.277069199
2.665,-0.169121061
2.67,0.130905364
2.675,-0.111900027
2.68,-0.035120652
2.685,0.252839678
2.69,-0.144438125
2.695,0.172753727
2.7,0.15410739
2.705,0.028070768
2.71,0.072304816
2.715,-0.25238007
2.72,-0.047543316
2.725,-0.049183908
2.73,-0.283447379
2.735,-0.170365261
2.74,-0.028301403
2.745,0.061541907
2.75,-0.024209035
2.755,-0.151450512
2.76,0.022557812
2.765,0.000636036
2.77,-0.106434936
2.775,-0.45478887
2.78,0.064177732
2.785,-0.134190952
2.79,0.031308936
2.795,-0.157916998
2.8,0.073915684
2.805,0.302494642
2.81,0.15258121
2.815,-0.303311099
2.82,0.338072042
2.825,-0.190925554
2.83,0.300153956
2.835,-0.382910631
2.84,0.106469497
2.845,0.303623928
2.85,0.215447769
2.855,-0.100611729
2.86,0.378840214
2.865,0.005169977
2.87,0.49447111
2.875,-0.479959245
2.88,0.11971981
2.885,0.00127425
2.89,0.14430183
2.895,-0.283323255
2.9,0.106404399
2.905,0.06567792
2.91,0.368754426
2.915,-0.307369747
2.92,0.015092406
2.925,-0.079267051
2.93,0.124306516
2.935,-0.526376298
2.94,-0.109247892
2.945,-0.167628584
2.95,0.138628838
2.955,-0.164927547
2.96,-0.195581185
2.965,0.173583728
2.97,0.13876292
2.975,-0.30797453
2.98,-0.048336889
2.985,-0.271674244
2.99,0.161700723
2.995,-0.189040254
3,-0.283900709
3.005,0.305641441
3.01,0.096718383
3.015,0.136650154
3.02,0.06700252
3.025,-0.010589327
